Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
cifar100,50000,40,8,8,0.00016,250000.0,0.441436767578125,2758.9797973632812,220.7183837890625,48716.60494245589,1379489.8986816406
cifar100,50000,40,8,16,0.00032,125000.0,0.468292236328125,1463.4132385253904,165.56630794231526,27412.20232564956,517394.71231973515
cifar100,50000,40,8,32,0.00064,62500.0,0.5008697509765625,782.6089859008788,125.21743774414062,15679.406715207733,195652.2464752197
cifar100,50000,40,8,64,0.00128,31250.0,0.540771484375,422.4777221679687,95.5957959184694,9138.556197285652,74684.21556130421
cifar100,50000,40,8,128,0.00256,15625.0,0.59173583984375,231.14681243896482,73.96697998046875,5471.114127431065,28893.351554870602
cifar100,50000,40,8,256,0.00512,7812.5,0.6591796875,128.74603271484375,58.26380338145991,3394.670784473419,11379.649097941387
cifar100,50000,40,8,512,0.01024,3906.25,0.75286865234375,73.52232933044434,47.054290771484375,2214.1062800073996,4595.145583152771
cifar100,50000,40,8,1024,0.02048,1953.125,0.888671875,43.392181396484375,39.2741193163915,1542.4564480781555,1917.6816072456784
cifar100,50000,40,8,2048,0.04096,976.5625,1.0906982421875,26.628375053405758,34.084320068359375,1161.7408745223656,832.1367204189299
cifar100,50000,40,8,4096,0.08192,488.28125,1.392822265625,17.002224922180176,30.77731465659526,947.2430974710733,375.6996418041413
cifar100,50000,40,8,8192,0.16384,244.140625,1.839599609375,11.228024959564207,28.743743896484375,826.2028131866828,175.43788999319074
cifar100,50000,40,8,16384,0.32768,122.0703125,2.48291015625,7.577240467071532,27.43254075877071,752.5442924816161,83.71747057730319
cifar100,50000,40,8,32768,0.65536,61.03515625,3.36669921875,5.1371753215789795,26.302337646484375,691.8129656696692,40.13418219983578
cifar100,50000,40,8,50000,1.0,40.0,4.033203125,4.033203125,25.508216282217592,650.6690979003906,25.508216282217592
